term,Artículo 123,CFF,CPEUM,LFPED,LFT,LFTSE,LIFNVT,LISR,LSAR,LSS,NOM-035,NOM-036,NOM-037,ResolucionMiscelaneaFisca,n152
ponerlos,0,0.0000318445,0,0,0,0,0,0,0,0,0,0,0,0.0000144607,0
ponerse,0,0.0000130762,0,0,0.0000234366,0,0,0,0,0,0,0,0,0,0.000106259
ponga,0,0.0000331136,0.0000111536,0,0.0000217616,0.0000648014,0.0000380499,0.00000692018,0.0000235185,0.0000148776,0.000022793,0,0,0.00000701725,0.000017939
pongan,0,0.0000240677,0.0000202668,0,0.0000107842,0.000029437,0,0,0.0000284897,0,0.0000828325,0,0.0000333058,0.00000546461,0.0000651926
poniéndolo,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
ponérsele,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
pool,0,0,0,0,0,0,0.0000686093,0,0,0,0,0,0,0.00000723034,0
poplítea,0,0,0,0,0,0,0,0,0,0,0,0,0.000165509,0,0
poplíteo,0,0,0,0,0.0000713441,0,0,0,0,0,0,0,0.000132203,0,0
popular,0.000209355,0.0000202145,0.000173625,0.0000438176,0,0.0000370862,0,0.00000528062,0.0000717855,0,0,0,0,0.0000298333,0
populares,0,0.00000906492,0.00010076,0,0.0000162472,0,0,0.0000189442,0,0,0,0,0,0.00000823281,0
porcelana,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
porcelanas,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
porcent,0,0.00000753989,0.0000380948,0,0,0,0,0.0000236357,0.0000535512,0.000118566,0,0,0,0.0000719016,0
porcentaje,0.0000565515,0.0000054604,0.0000186221,0,0.0000238552,0.00000500892,0.00000588225,0.0000142642,0.0000193909,0.00000919987,0.00000704728,0,0.0000170017,0.0000260356,0.0000055465
porcentajes,0,0.00000401129,0.00000405335,0.00003478,0.0000251632,0,0.0000172847,0.0000335317,0.000085469,0.0000450557,0,0,0,0.00002368,0
porciento,0,0.0000523048,0,0,0,0,0,0.0000409906,0,0,0,0,0,0.0000118759,0
porcientos,0,0.0000130762,0,0,0,0,0,0.000122972,0,0,0,0,0,0.0000178138,0
porcino,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
porcinos,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
porfirio,0,0.00000621886,0.0000628408,0,0.0000167192,0.0000456373,0.0000267972,0,0.0000220843,0.000041911,0,0,0,0,0
pormenores,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000362075,0
pormenoriz,0,0,0.00000761896,0,0.00000675692,0.0000553318,0,0.00000787856,0.0000535512,0,0,0,0,0.00000684777,0
pormenorizada,0,0.0000159223,0,0,0.0000142688,0,0,0,0,0,0,0,0,0,0
porque,0,0.00000613676,0.00000310056,0.0000266045,0.00000549949,0.0000225174,0,0.0000128248,0.0000108964,0.0000137859,0,0,0.0000254768,0.00000557344,0
porta,0,0.0000108686,0.0000329478,0,0,0,0,0.0000113568,0,0,0,0,0,0.000148064,0
portabil,0,0,0,0,0.0000142688,0,0,0,0,0.0000357685,0,0,0,0,0
portafolio,0,0,0,0,0,0,0.0000563456,0.0000273271,0,0,0,0,0,0.0000237518,0
portafolios,0,0,0,0,0,0,0,0,0.0000707878,0,0,0,0,0,0
portal,0,0.0000252681,0.00000510662,0,0.0000407595,0,0.0000653285,0.00000528062,0,0,0,0,0.0000419604,0.00101892,0.000123199
portales,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
portar,0,0,0,0,0.0000285377,0,0,0,0,0,0,0,0,0.00000723034,0
porte,0,0.0000477668,0,0,0,0,0,0,0,0,0,0,0,0.00063627,0
portea,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
porteo,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
portilla,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
portillo,0,0.0000159223,0,0,0,0,0.000137219,0,0,0,0,0,0,0,0
portland,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
portu,0,0,0,0,0.0000285377,0,0,0,0,0,0,0,0,0.0000144607,0
portuguesa,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000181038,0
portátil,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
portátiles,0,0,0,0,0,0,0,0.0000624867,0,0,0,0,0,0,0
posea,0,0,0.00001832,0,0.00000812358,0.0000665232,0,0.0000189442,0,0,0,0,0,0.0000041164,0
posean,0,0.0000108686,0.0000219652,0,0.00000973999,0,0,0.0000227136,0,0,0,0,0,0,0
posee,0,0.0000326059,0.0000109826,0,0.00001948,0,0,0,0,0,0,0,0,0.0000197419,0
poseen,0,0,0,0,0,0,0,0,0,0.0000447796,0,0,0,0,0
poseer,0,0.0000108686,0.0000439304,0,0.00002922,0.0000797599,0,0,0,0,0,0,0,0,0
posesiones,0,0,0.0000402852,0,0,0,0,0,0,0,0,0,0,0,0
posesión,0,0.0000746263,0.000125682,0,0.0000167192,0.0000912747,0.0000535944,0,0,0.0000139703,0,0,0,0.000036712,0
poseídas,0,0,0.0000160892,0,0,0,0,0.0000166374,0,0,0,0,0,0,0
posgr,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
posibil,0,0.0000040953,6.89708e-7,0.00000591807,0.00000550504,0,0.0000117645,0.00000285283,0.00000242386,0.00000613324,0.0000634255,0.00000808826,0.0000113345,0.00000278953,0.000022186
posibilite,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
posibiliten,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
posible,0,0,0,0,0,0,0,0,0,0,0,0,0.000331017,0,0
posiciona,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
posicionar,0,0,0,0,0,0.000146283,0,0,0,0,0,0,0,0,0
posicionarse,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
posit,0,0.00000621886,0,0.0000539208,0.00000557307,0,0,0,0.0000220843,0.000041911,0,0,0,0.000079072,0.0000505353
post,0,0.000167909,0,0,0.0000724499,0,0.0000535944,0,0,0,0,0.00132649,0.00108434,0.000073424,0.000151606
postal,0,0.0000261524,0,0,0,0,0,0,0,0.000029375,0,0,0,0.0000831312,0
postales,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000181038,0
postas,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
postconmocional,0,0,0,0,0.0000535907,0,0,0,0,0,0,0,0,0,0
poster,0,0,0,0,0,0,0,0.0000208289,0,0,0,0,0,0,0
posteriores,0.0000282758,0.0000204765,0.0000144839,0,0.0000134568,0.00000500892,0.0000205879,0.0000185434,0.00000727159,0.0000275996,0.0000352364,0.0000161765,0.00000566723,0.0000220063,0
postería,0,0,0.0000402852,0,0,0,0,0,0,0,0,0,0,0,0
postes,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
postnatales,0,0,0,0,0.0000535907,0,0,0,0,0,0,0,0,0,0
postor,0,0.000169991,0,0,0.0000351549,0,0,0,0,0,0,0,0,0.000184076,0
postores,0,0.000143838,0,0,0.0000351549,0,0,0,0,0,0,0,0,0.000106883,0
postr,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
postraumática,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
postraumáticas,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
postraumático,0,0,0,0,0.0000468733,0,0,0,0,0,0.000135011,0,0.000108572,0,0
postul,0,0,0.000161141,0,0,0,0,0,0,0,0,0,0,0,0
postula,0,0,0.000241338,0,0.0000142688,0,0,0,0,0,0,0,0,0,0
postulan,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
postular,0,0,0.0000604278,0,0,0,0,0,0,0,0,0,0,0,0
postulares,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
postularse,0,0,0.0000604278,0,0,0,0,0,0,0,0,0,0,0,0
postulará,0,0,0.000120856,0,0,0,0,0,0,0,0,0,0,0,0
postularán,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
postural,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
posturales,0,0,0,0,0,0,0,0,0,0,0,0.000566039,0.000793217,0,0
pot,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
pota,0,0,0.0000152379,0,0.00000675692,0,0,0.00000787856,0,0.000016938,0,0,0,0.00000342389,0.00012254
potencia,0,0,0.0000264267,0,0.0000234366,0,0,0,0,0,0,0,0,0.00000593794,0
potencial,0,0.00000753989,0,0,0.00000675692,0,0,0.00000787856,0,0.000016938,0,0.000178696,0,0,0.00012254
potenciales,0,0,0,0,0.0000142688,0,0,0,0,0,0,0,0,0.00000723034,0
potencializa,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
potestad,0,0.0000130762,0,0,0.0000351549,0,0,0,0,0.000205625,0,0,0,0,0
potestat,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
potosí,0,0,0.0000321785,0,0,0,0,0,0,0,0,0,0,0.00000723034,0
power,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
pozas,0,0,0,0,0,0,0,0,0.0000707878,0,0,0,0,0,0
pozo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000181038,0
pozos,0,0.0000130762,0,0,0.0000234366,0,0,0.0000136635,0,0,0,0,0,0,0
ppd,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
practic,0,0.0000656971,0.0000153199,0,0.0000362307,0,0,0.0000211225,0.0000179464,0,0,0.000299429,0,0.0000160641,0.000451731
practica,0,0,0,0,0.00000973999,0.0000797599,0,0,0,0,0.000112218,0,0.0000902425,0,0
practicaje,0,0,0.0000160892,0,0.0000142688,0,0,0,0,0,0,0,0,0,0
practican,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
practicar,0,0.0000283141,0.00000429165,0.0000122749,0.0000266425,0,0.0000244012,0.000010355,0.0000251372,0.0000127212,0.000014617,0,0.0000117546,6.42875e-7,0.000149555
practicarlas,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
practicaron,0,0.0000130762,0,0,0.0000117183,0,0,0,0,0,0.000270022,0,0,0,0
practicarse,0,0.0000652118,0,0,0.0000973999,0.0000797599,0,0.0000227136,0,0,0,0,0,0,0
practicará,0.000257626,0.0000746263,0.00000628408,0.0000539208,0.0000334384,0,0,0,0,0,0,0,0,0.000002824,0.0000505353
practicarán,0,0,0.0000132133,0.000113378,0.0000234366,0,0,0,0,0,0,0,0,0,0
practicó,0,0.0000318445,0,0,0.0000570753,0,0,0,0,0,0,0,0,0,0
practique,0,0.0000601693,0.00000405335,0,0.0000251632,0.000029437,0.0000172847,0.0000125744,0.0000142448,0.00000901114,0,0,0,0.00000364307,0
practiquen,0,0.0000376995,0,0,0.000081083,0,0,0.0000236357,0.0000267756,0.000016938,0,0,0,0.00000342389,0
praslow,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
pre,0,0,0,0,0.0000893178,0,0,0,0,0,0,0,0,0,0
precampaña,0,0,0.0000402852,0,0,0,0,0,0,0,0,0,0,0,0
precampañas,0,0,0.000201426,0,0,0,0,0,0,0,0,0,0,0,0
precandidatos,0,0,0.0000160892,0,0,0,0,0,0,0,0,0,0.000132203,0,0
precarg,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
precargará,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000181038,0
precau,0,0.000532563,0,0,0.0000486999,0,0,0,0,0,0,0,0,0.0000148064,0.00061824
precautoria,0,0.0000598006,0,0,0,0,0,0,0,0,0,0,0,0,0
precautorias,0,0.0000261524,0.0000132133,0.000113378,0,0,0,0,0,0,0,0,0,0,0
precautorios,0,0.0000398671,0,0,0,0,0,0,0,0,0,0,0,0,0
preced,0,0,0,0,0.0000117183,0,0.0000563456,0,0,0,0,0,0,0.00000593794,0
preceda,0,0,0.0000402852,0,0,0,0,0,0,0,0,0,0,0,0
precede,0,0.0000248754,0.0000251363,0,0.0000167192,0.0000912747,0,0,0,0.000041911,0,0,0,0.000002824,0.0000505353
precedieron,0,0,0,0,0.0000142688,0,0,0,0,0.0000715369,0,0,0,0,0
precepto,0,0.000121287,0.0000459596,0,0.000027173,0,0,0.000132015,0.0000358928,0.0000340581,0,0,0,0.000112448,0.0000410665
preceptos,0.000127113,0.0000184103,0.00000930167,0,0.00000274975,0,0.0000264434,0.0000096186,0.000054482,0.0000206788,0,0,0,0.00000836016,0.0000249341
preceptu,0,0.0000326059,0,0,0.00000973999,0,0.0000468332,0.0000113568,0,0,0,0,0,0,0
preci,0,0.0000434745,0.0000109826,0,0.00002922,0,0,0,0,0,0,0,0,0.00000493548,0
precinto,0,0.000117686,0,0,0,0,0,0.0000136635,0,0,0,0,0,0.00000593794,0
precintos,0,0.000222295,0,0,0,0,0,0.0000136635,0,0,0,0,0,0.000558166,0
precio,0,0.000124377,0.0000377045,0,0.0000167192,0,0.000160783,0.000519855,0.000132506,0,0,0,0,0.000358648,0
precios,0.000166174,0.000168474,0.0000526936,0,0.0000251632,0,0.0000172847,0.000146701,0.000113959,0.000117145,0,0,0,0.000204012,0
precis,0,0,0,0,0.0000324943,0.00019957,0,0.00000947208,0,0.0000203638,0,0,0,0.0000246984,0
precisa,0.0000586479,0.0000014157,0.0000028611,0,0.00000761215,0.0000207784,0.0000061003,0,0.00000502743,0.0000063606,0.0000877023,0,0.00015281,0.00000128575,0.0000115042
precisan,0,0.0000523048,0,0,0.0000234366,0,0,0,0,0,0,0,0,0,0.000212518
precisar,0,0.00000621886,0.0000125682,0,0.0000613037,0,0.0000535944,0,0.0000220843,0.0000279406,0,0,0,0.000011296,0
precisarse,0,0,0,0,0,0,0,0,0.0000707878,0,0,0,0,0,0
precisará,0,0,0,0.000172834,0,0,0,0,0,0,0,0,0,0,0
precisarán,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
precisas,0,0.0000159223,0,0,0.0000142688,0,0,0,0,0,0,0,0,0,0
precise,0,0.0000392286,0,0,0.0000117183,0,0,0,0,0,0,0,0,0.0000118759,0
precisen,0,0.0000261524,0,0,0.0000117183,0,0,0,0,0,0,0,0,0.00000593794,0
precisión,0,0.0000181298,0,0,0.0000406179,0.000133046,0,0,0.0000321912,0,0,0,0,0.0000041164,0
precisos,0,0,0.0000160892,0,0.0000142688,0,0,0,0,0,0,0,0,0,0
precluye,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
precluídos,0,0,0,0,0.0000357271,0,0,0,0,0,0,0,0,0,0
precoloniales,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
precursores,0,0,0.0000402852,0,0,0,0,0,0,0,0,0,0,0,0
predecir,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
predetermin,0,0,0,0,0,0,0,0.0000208289,0,0,0,0,0,0,0
predial,0,0.0000130762,0,0,0,0,0.000112691,0.0000409906,0,0,0,0,0,0,0
predic,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
predicar,0,0,0,0,0,0,0,0,0,0,0.000205812,0,0,0,0
predio,0,0,0,0,0.0000713441,0,0.0000686093,0,0,0,0,0,0,0,0
predios,0,0.0000261524,0.0000132133,0,0,0,0,0,0,0,0,0,0.000108572,0,0
predisposi,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
predominante,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
preenvas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
preescolar,0,0,0.00020916,0,0.0000428065,0,0,0,0,0,0,0,0,0,0
preestablec,0,0,0,0,0,0,0,0,0,0,0,0,0.000165509,0,0
preestablezca,0,0,0,0,0,0,0,0,0,0.0000447796,0,0,0,0,0
preexiste,0,0.0000434745,0,0.0000942368,0,0,0,0,0,0,0,0,0.0000902425,0.00000493548,0
prefer,0,0,0.000054913,0.0000942368,0.0000584399,0,0,0,0,0.0000244158,0,0,0,0,0
prefere,0,0.0000376995,0.0000304759,0,0.0000608123,0,0,0.000338778,0,0.000016938,0,0,0,0.0000719016,0
preferencia,0.000127113,0.0000184103,0.000027905,0.0000532089,0.0000384965,0.0000225174,0.0000528868,0.0000032062,0.0000217928,0.0000137859,0,0,0,0,0
preferencial,0,0.0000217373,0.0000109826,0,0,0,0,0.0000113568,0,0,0,0,0,0.00000987095,0
preferenciales,0,0,0,0,0,0,0,0.0000273271,0,0.000029375,0,0,0,0.00000593794,0
preferente,0,0.00000753989,0.00000761896,0,0.0000202708,0,0,0,0,0.0000338759,0,0,0.000125208,0,0.00012254
preferible,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
preferir,0,0,0,0.000113378,0.0000117183,0.0000959602,0,0,0,0,0,0,0,0,0
preferirá,0,0,0,0,0,0.000146283,0,0,0,0,0,0,0,0,0
prefir,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
pregunt,0,0,0,0,0,0,0,0,0,0,0,0.000472427,0,0,0
pregunta,0,0,0.00001832,0,0.00000812358,0,0,0,0,0,0.0000935946,0.00010742,0.000150532,0,0
preguntar,0,0,0,0,0,0,0,0,0,0,0,0.000472427,0,0,0
preguntas,0,0,0.00000761896,0,0.000141895,0,0,0,0.0000267756,0,0.00256901,0,0.000626039,0.00000342389,0
pregón,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
prehuelga,0,0,0,0,0.000160772,0,0,0,0,0,0,0,0,0,0
prejudicial,0,0,0,0,0.00025009,0,0,0,0,0,0,0,0,0,0
prejuicios,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
prejuzga,0,0,0.0000160892,0,0,0,0,0,0,0,0,0,0,0.00000723034,0
prejuzgará,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
prejuzgue,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
prela,0,0.0000452394,0.0000152379,0,0.00000675692,0,0.000129958,0,0,0.0000508139,0,0,0,0.0000102717,0
preliminar,0,0,0,0,0.000292958,0,0,0,0,0.000029375,0,0,0,0.00000593794,0
preliminares,0,0,0.00003964,0,0,0,0,0,0.0000464361,0.000029375,0,0,0,0,0
preliquida,0,0.0000598006,0,0,0,0,0,0,0,0,0,0,0,0,0
prellen,0,0.0000159223,0,0,0,0,0,0,0,0,0,0,0,0.000122916,0
premalignas,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
prematuro,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
premi,0,0,0,0,0,0,0,0.0000416578,0,0,0,0,0,0,0
premio,0,0.0000392286,0,0,0,0,0,0.000109308,0,0,0,0,0,0.0000534415,0
premios,0,0.0000527793,0.0000152379,0,0.00000675692,0,0,0.000141814,0,0.000016938,0,0,0,0.000119836,0
premisas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181038,0
premium,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000362075,0
prenatal,0,0,0,0,0,0,0,0,0,0.0000447796,0,0,0,0,0
prend,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000633631,0
prenda,0,0.000063689,0,0,0,0,0,0,0,0,0,0,0,0.000115685,0
prendas,0,0,0,0,0.0000468733,0,0,0.0000409906,0,0,0,0,0,0.0000118759,0
prensas,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
preocup,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
preocupa,0,0,0,0,0,0,0,0,0,0,0.000411625,0,0,0,0
preoperat,0,0.0000130762,0,0,0,0,0,0.000109308,0,0,0,0,0,0.000136573,0
prepar,0,0.0000261524,0,0,0.0000585916,0,0,0,0,0,0,0,0,0.0000178138,0
prepara,0,0,0.0000380948,0,0.0004392,0.0000553318,0,0.0000393928,0,0,0.000233546,0,0,0.0000136955,0
preparan,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
preparar,0,0,0.0000219652,0.0000942368,0.0000779199,0,0,0,0,0,0,0,0,0.00000987095,0
prepararse,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
preparen,0,0,0,0,0.0000357271,0,0,0,0,0,0,0,0,0,0
preponder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000905188,0
prepondera,0,0.0000678591,0.0000685707,0,0.0000135138,0,0.0000324896,0.0000551499,0,0,0,0,0,0.000030815,0
preponderante,0,0,0,0,0,0,0,0.000163962,0.0000464361,0,0,0,0,0.0000118759,0
prerrogat,0,0,0.0000924933,0,0.0000351549,0,0,0,0,0.000029375,0,0,0,0,0
pres,0,0,0,0,0,0,0,0,0.000141576,0,0,0,0,0,0
presas,0,0,0.0000160892,0,0.0000142688,0,0,0,0,0,0,0,0,0,0
presbiacusia,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
prescr,0,0.0000434745,0.0000219652,0,0,0,0,0,0,0.0000732473,0,0,0,0.00000493548,0
prescriba,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
prescribe,0,0.0000108686,0,0,0.00001948,0.0000797599,0,0,0,0.0000488316,0,0,0,0,0
prescriben,0,0,0.0000109826,0,0.00003896,0.00015952,0,0,0,0.0000244158,0,0,0,0,0
prescribirá,0,0.0000261524,0.0000132133,0,0,0,0,0,0,0.0000881249,0,0,0,0,0
prescribirán,0,0,0,0,0,0.000146283,0,0,0,0,0,0,0,0,0
prescrip,0,0.000056158,0.0000283735,0.00003478,0.000107842,0.000176622,0.0000345695,0.0000293402,0,0.0000450557,0,0,0,0.00000182154,0
prescripcion,0,0,0,0,0,0,0,0,0,0.0000895592,0,0,0,0,0
presenci,0,0,0,0,0,0,0,0,0,0,0.000657584,0,0.000132203,0,0
presencia,0,0.00000707852,0.00000429165,0.0000490996,0.0000317173,0.0000311676,0,0.00000147929,0.0000150823,0,0.0000438511,0.0000335524,0.0000352639,0.00000707163,0.000057521
presencial,0,0,0,0,0.0000468733,0,0,0,0,0,0,0,0.00282287,0.0000356276,0
presenciales,0,0,0,0,0.0000142688,0,0,0,0,0,0,0,0.000528812,0,0
presenciaron,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
presencie,0,0,0,0,0.0000357271,0,0,0,0,0,0,0,0,0,0
presentan,0,0.0000248754,0,0,0.00112576,0,0,0,0,0,0.000321046,0.000221082,0.000154906,0.000022592,0.000101071
presentaran,0,0,0,0,0,0,0,0,0,0,0.000135011,0.000154954,0.000108572,0,0
presentare,0,0.0000398671,0,0,0,0,0,0,0,0,0,0,0,0,0
presentarla,0,0.000222912,0,0,0,0,0,0,0,0,0,0,0,0.0000578427,0
presentarlas,0,0.0000543432,0,0,0,0,0,0.0000113568,0.0000385966,0,0,0,0,0,0.00008832
presentarle,0,0,0,0,0.0000893178,0,0,0,0,0,0,0,0,0,0
presentarlo,0,0.0000523048,0,0,0.0000234366,0,0,0,0,0,0,0,0,0.0000118759,0
presentarlos,0,0.0000392286,0,0,0.0000234366,0,0,0,0,0,0,0,0,0.00000593794,0
presentaron,0,0.000063689,0,0,0,0,0,0,0,0,0,0,0,0.0000578427,0
presentarse,0,0.0000736411,0.0000186033,0.0000532089,0.0000714934,0,0.0000396651,0.0000288558,0.0000326892,0,0,0,0.0000254768,0.0000487676,0.0000249341
presentará,0,0.0000306838,0.0000310056,0.0000266045,0.0000274975,0.0000450348,0.0000396651,0.0000833612,0.0000108964,0.00000689294,0,0,0,0.0000459809,0
presentase,0,0,0,0,0,0,0,0,0,0.0000447796,0,0,0,0,0
presenten,0,0.0000495497,0.0000257499,0.0000736494,0.0000241051,0.0000311676,0.0000122006,0.0000266273,0.0000553018,0.0000254424,0.000014617,0,0,0.0000610732,0.0000345126
presentándolas,0,0,0,0,0,0,0,0.0000208289,0,0,0,0,0,0,0
presentándolos,0,0.0000199335,0,0,0,0,0,0,0,0,0,0,0,0,0
presentándose,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
presentó,0,0.0000808452,0,0,0,0,0,0.0000194946,0,0.0000139703,0.0000642093,0.0000736939,0.0000516353,0.000062128,0
preserv,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
preserva,0,0,0.0000457999,0.0000785976,0,0,0.0000390609,0.0000284162,0,0,0,0,0,0.0000041164,0
preservar,0,0.00000753989,0.0000609517,0,0,0,0.0000649791,0,0.0000803267,0,0,0,0.0000626039,0.00000342389,0
preserve,0,0,0,0,0,0,0.0000858941,0,0,0,0,0,0,0,0
preserven,0,0,0,0,0.0000142688,0,0,0,0.000113086,0,0,0,0,0,0
presid,0,0,0,0.0000785976,0.0000487415,0,0.000312487,0,0,0.0000407277,0,0,0,0,0.0000736627
preside,0,0.000158945,0.000704908,0.000555083,0.000182006,0.000729016,0.000447086,0.000025374,0.000509568,0.000312429,0,0,0,0.00000100246,0.000197329
presidencia,0,0.00000306838,0.000083715,0.000824739,0.00000549949,0.0000900697,0.0000264434,0.0000032062,0.0000217928,0.00000689294,0,0,0,0,0.0000249341
presidencial,0,0.0000108686,0.0000219652,0,0,0,0,0.0000227136,0,0.0000244158,0,0,0,0,0
presidenciales,0,0,0.0000402852,0,0,0,0,0,0,0,0,0,0,0,0
presidenta,0,0.000112316,0.000259415,0.00059126,0.000104247,0.000470992,0.000207417,0.0000335317,0.000142448,0.000243301,0,0,0,0,0
presidentas,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
presidir,0,0,0,0,0.0000324943,0.0000665232,0.0000781218,0,0,0.0000203638,0,0,0,0,0.0000736627
presidirlos,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
presidirá,0,0,0.00000510662,0.0000438176,0.00000905767,0.0000741724,0,0.0000211225,0.000107678,0.0000113527,0,0,0,0.00000229487,0
presiones,0,0,0,0,0.0000351549,0,0,0,0,0,0,0,0.000108572,0,0.000743813
presión,0,0,0,0,0.00008784,0.0000553318,0,0,0,0,0,0.0000893482,0.000375623,0.00000342389,0.00104159
prest,0,0.0000040953,0.00000551766,0.0000177542,0.0000146801,0.0000350624,0.00000588225,0.0000106981,0.00000969546,0.00000306662,0,0.0000161765,0.00000566723,0.0000151875,0.000022186
prestaba,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
prestaban,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
prestam,0,0.0000108686,0,0,0,0,0,0.000102211,0.0000385966,0,0,0,0,0.000241838,0
prestan,0,0.00000753989,0.0000152379,0,0.0000540554,0,0,0.0000157571,0,0,0,0,0,0.0000479344,0.0000612702
prestar,0,0.0000132454,0.0000289994,0,0.000453037,0.0000810017,0.00000951247,0.0000161471,0.000062716,0.0000396735,0,0,0.0000183295,0.0000140345,0.0000717561
prestarlas,0,0,0,0,0.0000178636,0,0,0,0,0,0,0,0,0,0
prestarlos,0,0,0.0000201426,0,0,0,0,0,0,0,0,0,0,0,0
prestaron,0,0,0,0,0.0000713441,0,0,0,0,0,0,0,0,0.00000723034,0
prestarse,0,0,0,0,0.000142688,0.000116846,0,0,0,0,0,0,0,0,0
prestará,0,0,0.0000274799,0,0.0000162472,0.0000665232,0,0,0,0.0000203638,0,0,0,0.0000123492,0
prestarán,0,0.00000753989,0.0000152379,0,0.0000270277,0.0000553318,0,0,0,0.0000338759,0,0,0,0.0000171194,0
prestat,0,0.0000523048,0,0,0,0,0,0.000314261,0,0,0,0,0,0.000516601,0
